hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date
City Hotel,0,0,2015,October,40,2,0,2,1,0,0,BB,PRT,Direct,Direct,0,0,0,A,E,2,No Deposit,,,0,Transient-Party,145,0,0,Check-Out,10/4/2015
City Hotel,0,0,2015,October,40,2,0,2,1,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,1,No Deposit,,,0,Transient-Party,145,0,0,Check-Out,10/4/2015
City Hotel,0,1,2015,October,40,2,0,2,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,E,0,No Deposit,19,,0,Transient-Party,100,0,0,Check-Out,10/4/2015
City Hotel,0,1,2015,October,40,2,0,2,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,B,0,No Deposit,19,,0,Transient-Party,100,0,0,Check-Out,10/4/2015
City Hotel,0,1,2015,October,40,2,0,2,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,19,,0,Transient-Party,100,0,0,Check-Out,10/4/2015
City Hotel,0,17,2015,October,40,2,0,2,2,0,0,BB,AUS,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,,0,Transient,89.71,0,1,Check-Out,10/4/2015
City Hotel,0,0,2015,October,40,2,1,2,1,0,0,BB,PRT,Direct,Direct,0,0,0,A,E,1,No Deposit,,,0,Transient-Party,145,0,0,Check-Out,10/5/2015
City Hotel,0,224,2015,October,40,2,1,2,2,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,3,,0,Transient-Party,65,0,0,Check-Out,10/5/2015
City Hotel,0,23,2015,October,40,2,1,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,8,,0,Transient,142,0,0,Check-Out,10/5/2015
City Hotel,0,206,2015,October,40,2,1,2,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,,0,Transient,59.07,0,0,Check-Out,10/5/2015
City Hotel,0,10,2015,October,40,2,1,2,2,0,0,BB,BEL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,,0,Contract,186.67,0,2,Check-Out,10/5/2015
City Hotel,0,10,2015,October,40,2,1,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,,0,Contract,186.67,0,2,Check-Out,10/5/2015
City Hotel,0,1,2015,October,40,2,1,2,2,1,0,BB,CHN,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9,,0,Contract,226.17,0,1,Check-Out,10/5/2015
City Hotel,0,3,2015,October,40,2,1,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,3,,0,Transient-Party,65,0,0,Check-Out,10/5/2015
City Hotel,0,224,2015,October,40,2,1,2,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,D,1,No Deposit,3,,0,Transient-Party,0,0,0,Check-Out,10/5/2015
City Hotel,0,224,2015,October,40,2,1,2,2,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,B,B,0,No Deposit,3,,0,Transient-Party,65,0,1,Check-Out,10/5/2015
City Hotel,0,2,2015,October,40,2,1,2,2,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,B,0,No Deposit,3,,0,Transient-Party,65,0,0,Check-Out,10/5/2015
City Hotel,0,224,2015,October,40,2,1,2,2,0,1,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,1,No Deposit,3,,0,Transient-Party,65,0,1,Check-Out,10/5/2015
City Hotel,0,224,2015,October,40,2,1,2,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,4,No Deposit,3,,0,Transient-Party,60,0,0,Check-Out,10/5/2015
City Hotel,0,224,2015,October,40,2,1,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,3,,0,Transient-Party,65,0,0,Check-Out,10/5/2015
City Hotel,0,17,2015,October,40,2,1,2,2,0,0,BB,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,10,,0,Transient,113.33,0,1,Check-Out,10/5/2015
City Hotel,0,18,2015,October,40,2,2,2,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,111.75,0,0,Check-Out,10/6/2015
City Hotel,0,18,2015,October,40,2,2,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Contract,111.75,0,2,Check-Out,10/6/2015
City Hotel,0,17,2015,October,40,2,2,2,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,,0,Contract,121.75,0,1,Check-Out,10/6/2015
City Hotel,0,6,2015,October,40,2,2,3,2,0,0,BB,FRA,Direct,Direct,0,0,0,E,E,0,No Deposit,14,,0,Group,176.4,0,0,Check-Out,10/7/2015
City Hotel,0,10,2015,October,40,2,2,3,3,0,0,BB,GBR,Direct,Direct,0,0,0,F,F,0,No Deposit,,,0,Transient,170.8,0,1,Check-Out,10/7/2015
City Hotel,0,8,2015,October,40,2,2,4,2,2,0,BB,PRT,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9,,0,Contract,224.5,0,2,Check-Out,10/8/2015
City Hotel,0,0,2015,October,40,2,0,1,2,0,0,BB,PRT,Complementary,Direct,0,0,0,E,E,0,No Deposit,,,0,Transient,0,0,1,Check-Out,10/3/2015
City Hotel,0,198,2015,October,40,3,1,1,2,0,0,BB,FRA,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1,,0,Transient-Party,60,0,0,Check-Out,10/5/2015
City Hotel,0,198,2015,October,40,3,1,1,2,0,0,BB,ESP,Groups,TA/TO,0,0,0,A,E,0,No Deposit,1,,0,Transient-Party,60,0,0,Check-Out,10/5/2015
City Hotel,1,198,2015,October,40,3,1,1,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1,,0,Transient-Party,60,0,0,Canceled,10/1/2015
City Hotel,0,198,2015,October,40,3,1,1,2,0,0,BB,FRA,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1,,0,Transient-Party,60,0,1,Check-Out,10/5/2015
City Hotel,0,198,2015,October,40,3,1,1,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1,,0,Transient-Party,60,0,0,Check-Out,10/5/2015
City Hotel,1,86,2015,October,40,3,2,1,2,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1,,0,Transient-Party,86,0,0,Canceled,9/28/2015
City Hotel,0,86,2015,October,40,3,2,1,2,0,0,HB,ITA,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1,,0,Transient-Party,86,0,0,Check-Out,10/6/2015
City Hotel,0,86,2015,October,40,3,2,1,1,0,0,HB,ITA,Groups,TA/TO,0,0,0,A,A,1,No Deposit,1,,0,Transient-Party,63,0,0,Check-Out,10/6/2015
City Hotel,0,54,2015,October,40,3,2,1,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Contract,100.2,0,1,Check-Out,10/6/2015
City Hotel,1,89,2015,October,40,3,2,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1,,0,Transient,62,0,0,Canceled,9/9/2015
City Hotel,1,89,2015,October,40,3,2,2,1,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1,,0,Transient,60,0,0,Canceled,9/9/2015
City Hotel,0,54,2015,October,40,3,2,3,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,,0,Transient,74.15,0,2,Check-Out,10/8/2015
City Hotel,0,54,2015,October,40,3,2,3,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,7,,0,Transient,74.15,0,2,Check-Out,10/8/2015
City Hotel,1,31,2015,October,40,3,2,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Contract,102.99,0,2,Canceled,9/8/2015
City Hotel,1,351,2015,October,40,3,2,1,2,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,No Deposit,1,,0,Transient-Party,62.8,0,0,Canceled,1/1/2015
City Hotel,1,351,2015,October,40,3,2,2,2,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,No Deposit,1,,0,Transient-Party,62,0,0,Canceled,7/6/2015
City Hotel,1,351,2015,October,40,3,2,2,1,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,No Deposit,1,,0,Transient-Party,60,0,0,Canceled,7/6/2015
City Hotel,1,221,2015,October,40,3,2,1,2,0,0,HB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,,0,Transient-Party,86,0,0,Canceled,7/9/2015
City Hotel,1,40,2015,October,40,3,1,1,2,0,0,BB,PRT,Direct,Direct,0,1,0,A,A,0,No Deposit,,,0,Transient,117.67,0,1,Canceled,9/11/2015
City Hotel,1,18,2015,October,40,3,2,5,1,0,0,SC,PRT,Online TA,TA/TO,1,1,0,A,A,0,No Deposit,15,,0,Transient,78.17,0,0,Canceled,9/15/2015
City Hotel,1,17,2015,October,40,3,2,2,1,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,29,,0,Transient,110,0,0,Canceled,9/24/2015
City Hotel,1,19,2015,October,40,3,2,5,1,0,0,BB,PRT,Online TA,TA/TO,0,1,0,A,A,0,No Deposit,9,,0,Transient,103.71,0,0,Canceled,9/29/2015
City Hotel,0,236,2015,October,40,3,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9,,0,Transient,89.25,0,0,Check-Out,10/4/2015
City Hotel,0,1,2015,October,40,3,0,1,1,0,0,BB,POL,Direct,Direct,0,0,0,A,D,0,Non Refund,,,0,Transient-Party,145,0,0,Check-Out,10/4/2015
City Hotel,0,5,2015,October,40,3,1,1,1,0,0,BB,SWE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Contract,158,0,0,Check-Out,10/5/2015
City Hotel,0,19,2015,October,40,3,2,1,3,0,0,BB,CMR,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,15,,0,Transient,118.67,0,1,Check-Out,10/6/2015
City Hotel,0,12,2015,October,40,3,2,1,2,0,0,BB,FRA,Direct,Direct,0,0,0,A,A,0,No Deposit,14,,0,Transient,139.33,0,0,Check-Out,10/6/2015
City Hotel,0,18,2015,October,40,3,2,2,2,0,0,SC,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8,,0,Transient,99.75,0,1,Check-Out,10/7/2015
City Hotel,0,19,2015,October,40,3,2,2,2,0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Contract,111.75,0,2,Check-Out,10/7/2015
City Hotel,0,11,2015,October,40,3,2,2,2,0,0,BB,RUS,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Contract,145,0,1,Check-Out,10/7/2015
City Hotel,0,17,2015,October,40,3,2,5,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,,0,Contract,119.71,0,1,Check-Out,10/10/2015
City Hotel,0,16,2015,October,40,3,2,5,1,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,10,,0,Transient,114.57,0,0,Check-Out,10/10/2015
City Hotel,0,69,2015,October,41,4,1,0,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,E,0,No Deposit,7,,0,Transient,68.72,0,1,Check-Out,10/5/2015
City Hotel,0,61,2015,October,41,4,2,0,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,12,,0,Transient-Party,91,0,0,Check-Out,10/6/2015
City Hotel,0,61,2015,October,41,4,2,0,2,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,12,,0,Transient-Party,91,0,0,Check-Out,10/6/2015
City Hotel,1,61,2015,October,41,4,2,0,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,12,,0,Transient-Party,35.2,0,0,Canceled,9/14/2015
City Hotel,0,27,2015,October,41,4,1,0,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,E,0,No Deposit,7,,0,Transient,80.85,0,1,Check-Out,10/5/2015
City Hotel,0,61,2015,October,41,4,2,0,2,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,12,,0,Transient-Party,91,0,1,Check-Out,10/6/2015
City Hotel,0,61,2015,October,41,4,2,0,1,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,12,,0,Transient-Party,73,0,0,Check-Out,10/6/2015
City Hotel,0,61,2015,October,41,4,2,0,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,12,,0,Transient-Party,73,0,0,Check-Out,10/6/2015
City Hotel,0,29,2015,October,41,4,2,0,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,,0,Group,76.81,0,0,Check-Out,10/6/2015
City Hotel,0,61,2015,October,41,4,2,0,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,12,,0,Transient-Party,0,0,0,Check-Out,10/6/2015
City Hotel,0,61,2015,October,41,4,2,0,2,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,12,,0,Transient-Party,91,0,0,Check-Out,10/6/2015
City Hotel,0,61,2015,October,41,4,2,0,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,12,,0,Transient-Party,73,0,0,Check-Out,10/6/2015
City Hotel,0,27,2015,October,41,4,2,1,1,0,0,BB,NOR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Contract,91.83,0,2,Check-Out,10/7/2015
City Hotel,0,31,2015,October,41,4,2,1,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Contract,94.5,0,1,Check-Out,10/7/2015
City Hotel,0,25,2015,October,41,4,2,1,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,,0,Transient,80.85,0,1,Check-Out,10/7/2015
City Hotel,0,26,2015,October,41,4,2,1,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,7,,0,Transient,80.85,0,1,Check-Out,10/7/2015
City Hotel,0,25,2015,October,41,4,2,2,2,0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,15,,0,Transient,84,0,2,Check-Out,10/8/2015
City Hotel,0,29,2015,October,41,4,2,2,2,0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,27,,0,Group,46.54,0,0,Check-Out,10/8/2015
City Hotel,0,34,2015,October,41,4,2,2,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,94.5,0,1,Check-Out,10/8/2015
City Hotel,1,39,2015,October,41,4,2,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Contract,94.5,0,2,Canceled,8/28/2015
City Hotel,1,26,2015,October,41,4,2,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7,,0,Transient,79.85,0,1,Canceled,9/18/2015
City Hotel,1,32,2015,October,41,4,2,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Contract,94.5,0,1,Canceled,9/10/2015
City Hotel,0,10,2015,October,41,4,2,1,1,0,0,BB,PRT,Corporate,Corporate,1,1,3,A,A,0,No Deposit,,40,0,Transient,6,0,0,Check-Out,10/7/2015
City Hotel,1,12,2015,October,41,4,1,0,2,0,0,BB,PRT,Offline TA/TO,TA/TO,1,1,0,A,A,0,No Deposit,3,,0,Transient-Party,72,0,0,Canceled,9/22/2015
City Hotel,1,18,2015,October,41,4,2,1,1,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,29,,0,Transient,110,0,0,Canceled,9/24/2015
City Hotel,1,6,2015,October,41,4,2,3,1,0,0,BB,PRT,Online TA,TA/TO,0,1,0,A,A,1,No Deposit,9,,0,Contract,131.4,0,1,Canceled,9/30/2015
City Hotel,1,3,2015,October,41,4,1,0,2,0,0,BB,PRT,Online TA,TA/TO,1,1,0,A,A,0,No Deposit,9,,0,Contract,126,0,0,Canceled,10/1/2015
City Hotel,1,6,2015,October,41,4,2,3,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,No Deposit,16,,0,Transient,57.92,0,0,Canceled,10/3/2015
City Hotel,1,223,2015,October,41,4,2,0,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient-Party,89.25,0,2,Canceled,10/4/2015
City Hotel,1,0,2015,October,41,4,1,0,1,0,0,BB,PRT,Direct,Direct,1,0,0,A,A,1,No Deposit,,,0,Transient,145,0,0,No-Show,10/4/2015
City Hotel,0,10,2015,October,41,4,1,0,2,0,0,SC,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,,0,Transient,87.78,0,1,Check-Out,10/5/2015
City Hotel,0,12,2015,October,41,4,1,0,2,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,3,,0,Transient-Party,72,0,0,Check-Out,10/5/2015
City Hotel,0,12,2015,October,41,4,1,0,1,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,3,,0,Transient-Party,72,0,0,Check-Out,10/5/2015
City Hotel,0,12,2015,October,41,4,1,0,2,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,1,No Deposit,3,,0,Transient-Party,72,0,0,Check-Out,10/5/2015
City Hotel,0,12,2015,October,41,4,1,0,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,3,,0,Transient-Party,72,0,0,Check-Out,10/5/2015
City Hotel,0,12,2015,October,41,4,1,0,1,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,1,No Deposit,3,,0,Transient-Party,72,0,0,Check-Out,10/5/2015
City Hotel,0,12,2015,October,41,4,1,0,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,D,1,No Deposit,3,,0,Transient-Party,72,0,0,Check-Out,10/5/2015
City Hotel,0,4,2015,October,41,4,1,0,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,94,,0,Transient,0,0,1,Check-Out,10/5/2015
City Hotel,0,4,2015,October,41,4,1,0,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,94,,0,Transient,0,0,0,Check-Out,10/5/2015
City Hotel,0,9,2015,October,41,4,2,0,1,0,0,BB,USA,Direct,Direct,0,0,0,A,A,0,No Deposit,14,,0,Transient,109,0,0,Check-Out,10/6/2015
City Hotel,0,12,2015,October,41,4,2,0,2,0,0,HB,BEL,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,12,,0,Transient-Party,107,0,0,Check-Out,10/6/2015
City Hotel,0,0,2015,October,41,4,2,0,2,0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,126,0,0,Check-Out,10/6/2015
City Hotel,0,223,2015,October,41,4,2,0,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient-Party,89.25,0,2,Check-Out,10/6/2015
City Hotel,0,223,2015,October,41,4,2,0,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,89.25,1,2,Check-Out,10/6/2015
City Hotel,0,11,2015,October,41,4,2,0,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,,0,Contract,136,0,1,Check-Out,10/6/2015
City Hotel,0,6,2015,October,41,4,2,1,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,,0,Contract,136,0,1,Check-Out,10/7/2015
City Hotel,0,1,2015,October,41,4,2,1,2,0,0,BB,BEL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,,0,Transient,136,0,0,Check-Out,10/7/2015
City Hotel,0,20,2015,October,41,4,2,1,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Contract,107,0,0,Check-Out,10/7/2015
City Hotel,0,2,2015,October,41,4,2,1,2,0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,114,0,0,Check-Out,10/7/2015
City Hotel,0,5,2015,October,41,4,2,1,1,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,B,0,No Deposit,11,,0,Transient,96,0,0,Check-Out,10/7/2015
City Hotel,0,13,2015,October,41,4,2,1,3,0,0,BB,GBR,Direct,Direct,0,0,0,F,F,0,No Deposit,14,,0,Transient,186,0,2,Check-Out,10/7/2015
City Hotel,0,23,2015,October,41,4,2,2,2,0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Contract,105,0,2,Check-Out,10/8/2015
City Hotel,0,5,2015,October,41,4,2,2,2,0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,14,,0,Transient,130.75,0,1,Check-Out,10/8/2015
City Hotel,0,1,2015,October,41,4,2,2,2,0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,145.5,0,1,Check-Out,10/8/2015
City Hotel,0,12,2015,October,41,4,2,3,2,0,0,HB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,83,,0,Transient,129.8,0,0,Check-Out,10/9/2015
City Hotel,0,11,2015,October,41,4,2,3,1,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,10,,0,Transient-Party,125.4,0,1,Check-Out,10/9/2015
City Hotel,0,257,2015,October,41,4,2,3,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,,0,Transient,65.29,0,2,Check-Out,10/9/2015
City Hotel,0,11,2015,October,41,4,2,3,2,0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,10,,0,Transient-Party,119.7,0,1,Check-Out,10/9/2015
City Hotel,0,17,2015,October,41,4,2,3,2,0,0,BB,FRA,Direct,Direct,0,0,0,A,A,0,No Deposit,14,,0,Transient,95,0,0,Check-Out,10/9/2015
City Hotel,0,8,2015,October,41,4,2,3,2,0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,133.6,0,3,Check-Out,10/9/2015
City Hotel,0,2,2015,October,41,4,2,4,1,0,0,BB,JPN,Direct,Direct,0,0,0,D,D,0,No Deposit,,,0,Transient,145,0,1,Check-Out,10/10/2015
City Hotel,0,24,2015,October,41,4,2,4,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7,,0,Transient,81.7,0,1,Check-Out,10/10/2015
City Hotel,0,11,2015,October,41,4,2,4,2,0,0,BB,FRA,Direct,Direct,0,0,0,E,E,0,No Deposit,,,0,Transient,146,0,2,Check-Out,10/10/2015
City Hotel,0,20,2015,October,41,4,2,4,2,0,0,BB,ISR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Contract,107,0,1,Check-Out,10/10/2015
City Hotel,0,18,2015,October,41,4,2,4,2,0,0,BB,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,11,,0,Transient,81.35,0,0,Check-Out,10/10/2015
City Hotel,0,20,2015,October,41,4,2,4,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Contract,107,0,0,Check-Out,10/10/2015
City Hotel,0,3,2015,October,41,4,2,4,2,0,0,SC,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Contract,133,0,2,Check-Out,10/10/2015
City Hotel,0,2,2015,October,41,4,3,5,1,0,0,BB,JPN,Direct,Direct,0,0,0,D,D,1,No Deposit,,,0,Transient,145,0,1,Check-Out,10/12/2015
City Hotel,0,5,2015,October,41,4,6,13,1,0,0,BB,BRA,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,93,0,Transient,95,0,1,Check-Out,10/23/2015
City Hotel,0,54,2015,October,41,5,1,0,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,D,2,No Deposit,,40,0,Transient,65,0,0,Check-Out,10/6/2015
City Hotel,0,0,2015,October,41,5,1,0,1,0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,,,0,Transient,109,0,0,Check-Out,10/6/2015
City Hotel,0,28,2015,October,41,5,1,0,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Contract,94.5,0,2,Check-Out,10/6/2015
City Hotel,0,40,2015,October,41,5,1,1,2,0,0,BB,ITA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,3,,40,Transient-Party,70,0,0,Check-Out,10/7/2015
City Hotel,0,40,2015,October,41,5,1,1,2,0,0,BB,ITA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,3,,40,Transient-Party,70,0,0,Check-Out,10/7/2015
City Hotel,0,88,2015,October,41,5,1,1,2,0,0,HB,ITA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,26,,77,Transient-Party,112.2,0,0,Check-Out,10/7/2015
City Hotel,0,88,2015,October,41,5,1,1,2,0,0,HB,ITA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,26,,77,Transient-Party,112.2,0,0,Check-Out,10/7/2015
City Hotel,0,88,2015,October,41,5,1,1,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,26,,77,Transient-Party,112.2,0,0,Check-Out,10/7/2015
City Hotel,0,88,2015,October,41,5,1,1,1,0,0,HB,ITA,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,26,,77,Transient-Party,90.6,0,0,Check-Out,10/7/2015
City Hotel,0,40,2015,October,41,5,1,1,3,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,D,1,No Deposit,3,,40,Transient-Party,98,0,0,Check-Out,10/7/2015
City Hotel,0,88,2015,October,41,5,1,1,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,26,,77,Transient-Party,112.2,0,0,Check-Out,10/7/2015
City Hotel,1,28,2015,October,41,5,1,1,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,3,,0,Transient-Party,70,0,0,Canceled,9/28/2015
City Hotel,0,88,2015,October,41,5,1,1,2,0,0,HB,ITA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,26,,77,Transient-Party,56.1,0,0,Check-Out,10/7/2015
City Hotel,1,33,2015,October,41,5,1,1,2,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,1,No Deposit,37,,0,Transient,147.6,0,0,Canceled,9/10/2015
City Hotel,0,40,2015,October,41,5,1,1,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,3,,40,Transient-Party,70,0,0,Check-Out,10/7/2015
